ID,Standardise_SMILES,MW,HBA,HBD,cLogP,TPSA,MRS,AR,KI
MC-3949,Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)cc5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](N)(C3)C)cc1)C(O)=O)c(O)cc2,1485.7321,25,19,0.528,530.48999,16,0.375,23.753
MC-3955,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/CC([C@@H](C)O)OC2=O)O[C@@H]1C,1058.052,18,7,6.234,266.66,18,0,22.368
MC-4457,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,837.058,17,5,2.21,216.89,14,0,18.801
MC-4555,CCCC[C@H](NC[C@@H]1Cc2cccc(c2)CCCCc2cc(cc(N(CCC)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,612.881,5,3,5.003,107.61,14,0.215,13.515
MC-1243,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)C(CC(C)C)COc3ccccc3C(=O)N2)cc1OC,652.833,7,3,4.128,135.3,14,0.644,14.366
MC-2149,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCc2ccc(COCC3CCCO3)cc2)CC(=O)NC(CC(C)C)C1=O,650.817,7,3,3.739,135.3,14,0.644,14.046
MC-2180,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCCOc2ccccc2OC)CC(=O)NC(CC(C)C)C1=O,610.752,7,3,3.321,135.3,14,0.644,13.797
MC-2688,CCOc1ccc(CCCNC(=O)C2CCC(=O)NC(CC(C)C)C(=O)N(C)C(Cc3ccccc3)COc3ccccc3C(=O)N2)cc1OC,700.877,7,3,4.715,135.3,15,0.6,14.708
MC-3770,CCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,524.706,4,4,3.332,116.4,12,0.5,13.907
MC-3803,CC(C)[C@H]1/C=C/C(=O)NCC/C=C/[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCc2ccccc2)C(=O)N1,572.75,4,4,3.775,116.4,12,0.5,13.525
MC-3826,C#CCCCNC(=O)O[C@@H]1[C@@H](C)N(C)C[C@H](C)C[C@@](C)(O)[C@H](OC2OC(C)C[C@@H](N(C)C)C2OC(C)=O)[C@@H](C)[C@H](O[C@H]2CC(C)(OC)[C@@H](O)C(C)O2)[C@@H](C)C(=O)O[C@H](CC)C1(C)O,900.161,16,4,3.619,204.25,15,0,20.146
MC-3840,C#CCNC(=O)C[C@@H](NC(=O)C(NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)C2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,846.112,9,6,3.054,203.09,12,0.75,16.035
MC-3843,CCSC(=O)C[C@@H](NC(=O)C(NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,853.169,10,5,4.584,191.06,12,0.75,16.298
MC-3845,CO/N=C/C[C@@H](NC(=O)C(NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,822.09,10,5,3.936,195.58,12,0.75,15.591
MC-3850,CCC(=O)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,821.102,9,5,4.283,191.06,12,0.75,15.393
MC-3852,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CC(=O)N2CCN(c3ccccc3)CC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,953.268,10,5,4.653,197.54,12,0.75,16.727
MC-3853,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CCN2CCOCC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,864.171,10,5,3.636,186.46,12,0.75,16.118
MC-3873,COC(C[C@H]1C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N(C)C)C1OC(C)=O)OC,787.001,15,2,3.045,164.15,16,0,19.629
MC-3879,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN=[N+]=[N-])C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,798.972,15,4,2.674,231.67,16,0,19.306
MC-3888,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1Cn1cc(CCC(=O)O)nn1,818.066,14,4,3.498,197.01,16,0,18.051
MC-3894,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(C)Cc2cn(-c3cnc4ccccc4c3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,888.164,15,3,4.958,175.84,16,0,17.787
MC-3921,CC(C)NC(=O)NCC(NC(=O)C(NC(=O)C(/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)NC1C(C)(C)C)C(C)(C)C)C(C)c1ccccc1)c1nccs1,865.159,9,7,3.622,215.12,12,0.75,16.47
MC-3927,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,828.006,16,3,3.013,206.05,16,0,19.4
MC-3945,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,813.979,16,3,2.767,206.05,16,0,19.203
MC-3956,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,835.086,16,5,2.202,196.33,14,0,17.431
MC-4223,CCC[C@H](C)[C@@H](OC)[C@@H](C)[C@@H]1C/C=C(\C)C(=O)O[C@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)O1,856.115,10,3,4.362,189.75,24,0.626,21.642
MC-4519,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(CC(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,855.962,12,3,3.951,200.15,15,0.401,12.362
MC-0089,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,812.018,14,1,4.929,171.85,14,0,14.583
MC-0595,CN(C)CCCCNC(=O)C1CCC(=O)NC(CCC(N)=O)C(=O)N(C)C(Cc2ccccc2)COc2ccccc2C(=O)N1,622.767,7,4,1.236,163.17,15,0.6,13.816
MC-1099,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(CC)CCOc3ccccc3C(=O)N2)cc1OC,644.769,7,3,3.3,135.3,14,0.644,13.023
MC-1147,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOCC2CCCO2)CC(=O)NC(Cc2ccccc2)C1=O,608.736,7,3,2.236,135.3,14,0.644,13
MC-1177,CCOc1ccc(CN(CCc2ccc3c(c2)OCO3)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)cc1,643.825,7,1,5.907,89.57,13,0.231,12.384
MC-1911,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(CC)CCOc3ccccc3C(=O)N2)cc1OC,610.752,7,3,3.103,135.3,14,0.644,13.315
MC-2332,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CCC(N)=O)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,611.696,8,4,0.933,178.39,14,0.644,12.809
MC-2620,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOCC2CCCO2)CCC(=O)NC(CC(C)C)C1=O,588.746,7,3,2.429,135.3,15,0.6,14.044
MC-2712,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOCc2ccccc2Cl)CC(=O)NC(CC(C)C)C1=O,615.171,6,3,3.714,126.07,14,0.644,13.766
MC-2846,CCOc1ccc(CCCNC(=O)C2CC(=O)N(Cc3ccccc3)CC(=O)N(CC)CCOc3ccccc3C(=O)N2)cc1OC,644.769,7,2,3.601,126.51,14,0.644,13.023
MC-3150,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CO)C(=O)NC(Cc3ccccc3)COc3ccccc3C(=O)N2)cc1OC,646.741,8,5,1.928,164.32,14,0.644,12.987
MC-3161,COc1ccc(CCCNC(=O)C2CCC(=O)NC(CC(C)C)C(=O)N(C)C(Cc3ccccc3)COc3ccccc3C(=O)N2)cc1OC,686.85,7,3,4.324,135.3,15,0.6,14.069
MC-3327,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOCC2CCCO2)CC(=O)NC(CC(C)C)C1=O,574.719,7,3,2.039,135.3,14,0.644,13.355
MC-3394,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,812.018,14,1,4.929,171.85,14,0,14.583
MC-3673,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(C(F)(F)F)cc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,678.837,7,2,5.913,94.58,14,0.215,15.159
MC-3674,C[C@H]1CCCCO[C@H](CN(C)Cc2ccc(C(F)(F)F)cc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,678.837,7,2,5.913,94.58,14,0.215,15.159
MC-3695,Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)Cc1ccc(C(=O)Nc3ccccc3N)cc1)OCCCC[C@@H](C)O2,790.984,11,4,5.854,189.56,14,0.215,14.152
MC-3696,Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)Cc1ccc(C(=O)Nc3ccccc3N)cc1)OCCCC[C@@H](C)O2,790.984,11,4,5.854,189.56,14,0.215,14.152
MC-3769,CCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,510.679,4,4,2.942,116.4,12,0.5,13.171
MC-3802,CC(C)[C@H]1/C=C/C(=O)NCC/C=C/[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)Cc2ccc(OCc3ccccc3)cc2)C(=O)N1,622.766,5,4,3.794,125.63,12,0,12.71
MC-3825,C#CCCCNC(=O)OC1C(C)N(C)CC(C)CC(C)(O)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C1(C)O,858.124,15,5,3.048,198.18,15,0,19.118
MC-3836,COC(=O)C[C@@H](NC(=O)C(NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,823.074,10,5,3.477,200.29,12,0.75,15.222
MC-3837,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)NC(C(=O)N[C@H](CC(=O)NN)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,823.078,10,7,2.294,229.11,12,0.75,15.188
MC-3839,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)NC(C(=O)N[C@H](CC(=O)N2CCOCC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,878.154,10,5,3.163,203.53,12,0.75,15.934
MC-3842,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)NC(C(=O)N[C@H](CC(=O)O)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,809.047,9,6,3.389,211.29,12,0.75,14.635
MC-3844,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)NC(C(=O)N[C@H](CC=O)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,793.048,9,5,3.503,191.06,12,0.75,14.573
MC-3848,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CC(N)=O)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,808.063,9,6,2.789,217.08,12,0.75,14.635
MC-3851,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CNC(=O)N2CCSC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)C(C(C)(C)C)NC1=O,895.21,10,6,3.63,206.33,12,0.75,16.093
MC-3854,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CCO)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,795.064,9,6,3.296,194.22,12,0.75,14.821
MC-3859,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](OC(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](OC(C)=O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](OC(C)=O)[C@@H]1C,1017.216,18,1,6.285,208.5,16,0,18.371
MC-3866,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)/C(=C/COC(=O)c5ccncc5)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,1004.224,16,2,7.195,189.02,16,0,17.608
MC-3867,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,843.065,16,4,2.325,195.38,16,0,18.932
MC-3872,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@]4(C)OC(C)(C)O[C@H]4[C@H](C)O3)[C@H](N(C)C)C2O)[C@@H]2CC(O[Si](C)(C)C(C)(C)C)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@H]1CC[C@H](N(C)C)[C@@H](C)O1)[C@H](C)C2,997.394,16,1,7.31,154.54,16,0,18.978
MC-3878,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCCl)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,792.404,14,4,2.602,182.91,16,0,18.952
MC-3881,CCCCc1cn(C[C@H]2/C=C(C)/C=C/C(=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3O)[C@@H](C)[C@H](O)CC(=O)O[C@@H]2CC)nn1,704.906,13,3,3.044,173.54,16,0,16.397
MC-3890,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(C)Cc2cn(-c3cnc4ccccc4c3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO,821.029,15,4,3.464,192.83,16,0,16.457
MC-3893,C#CCN(CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)C(N(C)C)C1O)Cc1ccccc1,726.952,11,4,3.339,149.23,16,0,17.639
MC-3919,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](OCC(=O)O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,933.142,15,3,5.71,196.36,16,0,16.778
MC-3920,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\C(C(=O)NC(C(=O)NC(C/C=N/O)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)C(C(C)(C)C)NC1=O,808.063,10,6,3.764,206.58,12,0.75,14.994
MC-3923,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\C(C(=O)NC(C(=O)N[C@H](CC(=O)N2CCSC2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)C(C(C)(C)C)NC1=O,880.195,10,5,3.837,194.3,12,0.75,15.68
MC-3929,CO[C@@H]1[C@@H](OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)[C@@H](OC2CCC(N(C)C)C(C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,843.065,16,4,2.325,195.38,16,0,18.932
MC-4462,CCCC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(OCC)nc4c(C)c(OC)ccc34)CN2C1=O,753.919,10,3,3.587,182.33,15,0.401,11.507
MC-4463,CCCOC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(OCC)nc4c(C)c(OC)ccc34)CN2C1=O,769.918,11,3,3.807,191.56,15,0.401,11.884
MC-4518,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccn(CC(F)(F)F)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,873.952,12,3,4.248,200.15,15,0.401,12.291
MC-0213,CCN(CC)C(CNC(=O)Cc1ccc2c(c1)CN(Cc1ccccc1)CC(=O)NCCCCCO2)c1ccc(C)cc1,584.805,5,2,5.418,73.91,13,0.231,12.615
MC-0239,CN(C)CCCCNC(=O)C1CCC(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)COc2ccccc2C(=O)N1,641.813,6,3,3.213,120.08,15,0.6,13.353
MC-0542,CC(C)CC1NC(=O)CCC(C(=O)NCCCCN(C)C)NC(=O)c2ccccc2OCC(Cc2ccccc2)N(C)C1=O,607.796,6,3,3.016,120.08,15,0.6,13.665
MC-0544,COc1cccc(C2C(C(C)C)CN(C(C)=O)CC(OC)C(O)C(O)COCCCCN2C(=O)CNCCc2csc(-c3ccccc3)n2)c1,710.938,10,3,4.189,133.69,15,0,15.646
MC-0558,CC(C)CCOC1CN(C(=O)c2ccccc2F)CCN(C(=O)C(N)CCCCN)CCCCOCC(O)C1O,568.731,8,4,1.516,151.58,14,0,15.593
MC-0585,COc1cccc(C2C(C(C)C)CN(C(C)=O)CC(OC)C(O)C(O)COCCCCN2C(=O)CNCCOc2ccccc2C)c1,657.849,9,3,3.21,130.03,15,0,15.914
MC-1048,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N3CCCC3COc3ccccc3C(=O)N2)cc1OC,656.78,7,3,3.442,135.3,14,0.644,11.904
MC-1142,Cc1ccc(CN(CCCn2ccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)s1,579.811,7,1,5.194,79.7,13,0.231,11.807
MC-1307,CCOc1ccc(CCCNC(=O)C2CC(=O)N3CCCC3C(=O)NC(CC(C)C)COc3ccccc3C(=O)N2)cc1OC,622.763,7,3,3.246,135.3,14,0.644,12.063
MC-1316,O=C(CCc1ccc2c(c1)CN(Cc1ccccc1)CC(=O)NCCCCCO2)NCCCCCO,495.664,5,3,3.579,90.9,13,0.231,12.276
MC-1330,COc1ccc(OC)c(CN(Cc2ccccc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)c1,601.788,6,1,5.755,80.34,13,0.231,12.482
MC-1363,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,596.725,7,3,2.713,135.3,14,0.644,12.658
MC-1463,CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N(CCCN3CCOCC3)Cc3ccccc3F)cc2C1,596.788,6,1,4.399,74.35,13,0.231,13.254
MC-1620,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,630.742,7,3,2.91,135.3,14,0.644,12.395
MC-1938,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(Cl)cc2)CC(=O)NC(CC(C)C)C1=O,601.144,6,3,3.576,126.07,14,0.644,12.934
MC-1984,CN1C(=O)C(CCC(N)=O)NC(=O)CCC(C(=O)NCc2cccc(CN3CCCC3=O)c2)NC(=O)c2ccccc2OCC1Cc1ccccc1,710.832,7,4,2.216,180.24,15,0.6,12.974
MC-1998,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(C)C(=O)N(C)C(Cc3ccccc3)COc3ccccc3C(=O)N2)cc1OC,644.769,7,3,3.298,135.3,14,0.644,12.606
MC-2028,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCc2cccc(CN3CCOCC3)c2)CCC(=O)NC(CC(C)C)C1=O,649.833,7,3,3.266,129.31,15,0.6,14.046
MC-2053,COc1ccc(CN(Cc2cccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)c(OC)c1,602.776,7,1,5.15,93.23,13,0.231,12.418
MC-2161,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(C)C(=O)NC(CC(C)C)COc3ccccc3C(=O)N2)cc1OC,596.725,7,4,2.759,144.09,14,0.644,12.658
MC-2355,COc1ccc(CCCNC(=O)C2CCC(=O)NC(CC(C)C)C(=O)NC(C(C)C)COc3ccccc3C(=O)N2)cc1OC,624.779,7,4,3.396,144.09,15,0.6,13.51
MC-2476,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCc2cccc(CN3CCOCC3)c2)CC(=O)NC(CC(C)C)C1=O,635.806,7,3,2.876,129.31,14,0.644,13.4
MC-2489,CN1C(=O)C(CCC(N)=O)NC(=O)CCC(C(=O)NCc2cccc(CN3CCOCC3)c2)NC(=O)c2ccccc2OCC1Cc1ccccc1,712.848,8,4,1.926,172.4,15,0.6,13.741
MC-2522,CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCc2ccc(C(=O)N(C)C3CCOCC3)cc2)CC(=O)NC(CC(C)C)C1=O,677.843,7,3,3.295,146.38,14,0.644,13.995
MC-3098,COc1ccc(OCCNC(=O)C2CCC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)COc3ccccc3C(=O)N2)cc1,695.858,8,5,2.974,173.19,18,0.666,15.373
MC-3279,COCCOc1cccc(CNC(=O)Cc2ccc3c(c2)CN(Cc2ccccc2)CC(=O)NCCCCCO3)c1,559.707,6,2,4.252,89.13,13,0.231,12.035
MC-3300,CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccc(O)cc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,646.741,8,4,2.615,155.53,14,0.644,12.429
