ID,Standardise_SMILES,MW,HBA,HBD,cLogP,TPSA,MRS,AR,KI
MC-3206,O=C(CN1CCC2NC(=O)C(Cc3ccccc3)NC(=O)C3(C/C=C/CC2C1)CCOCC3)Nc1ccc(C(F)(F)F)cc1,612.693,5,3,4.325,99.77,12,0.5,10.051
MC-3221,CN1CCCCN(C(=O)CCN2CCCC2=O)CCCCOc2ccc(Cl)cc2C(=O)N(C)C(Cc2ccccc2)C1=O,611.183,5,0,4.276,90.47,17,0.353,11.845
MC-3222,CS(=O)(=O)NCC(=O)N1CCCCNC(=O)c2cc(Cl)ccc2OCC(Cc2ccccc2)NC(=O)C1,551.065,6,3,1.348,133.91,15,0.401,10.301
MC-3233,CCn1c(=O)n(CC)c2cc(NC(=O)CN3CCOC4(CCCCc5ccccc5OCCNC4=O)C3)ccc21,549.672,8,2,2.774,106.83,12,0.251,8.56
MC-3234,CCCCn1cc(S(=O)(=O)N2CCCCN(C)C(=O)c3ccccc3OC3CCCCC32)c(C)n1,502.681,6,0,4.238,84.74,12,0.251,8.163
MC-3235,CCN1CC(=O)NC(C(C)C)COc2ccccc2C(=O)NC(C(=O)N2CCCC2COC)CCC1=O,516.639,6,2,1.584,117.28,15,0.6,10.31
MC-3237,Cc1cnccc1NC(=O)CCc1ccc2c(c1)CN(C(C)C)CC(=O)NCCCCCO2,452.599,5,2,3.851,83.56,13,0.231,9.245
MC-3238,COc1ccc(NC(=O)CN2CCC3(C/C=C/CNC(=O)c4ccccc4OCC(C(C)C)NC3=O)CC2)cc1Cl,583.129,6,3,4.279,109,14,0.429,10.285
MC-3241,CC1(C)CCCN(CC(=O)NCC(C)(C)c2ccc(F)cc2)Cc2cccnc2Oc2ccccc2OC1,519.661,5,1,6.108,63.69,13,0,8.67
MC-3253,CC(O)C1NC(=O)CC(C(=O)NCCc2ccc(F)cc2)NC(=O)c2ccccc2OCC2CCCN2C1=O,540.592,6,4,0.922,137.07,14,0.644,9.13
MC-3258,COC(=O)Cc1cnc(NC(=O)CN2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)s1,516.62,9,2,1.79,119.09,12,0.251,8.893
MC-3259,CCn1c(=O)n(CC)c2cc(NC(=O)CN3CCOC4(C/C=C/Cc5ccccc5OCCNC4=O)C3)ccc21,547.656,8,2,2.55,106.83,12,0.251,8.368
MC-3262,CC(C)(CNC(=O)CN1CCCCCCOc2ccccc2Oc2ncccc2C1)c1ccc(F)cc1,505.634,5,1,5.862,63.69,14,0,9.119
MC-3275,CS(=O)(=O)NCC(=O)N1CCCCC2(CCN(Cc3ccccn3)CC2)C(=O)OCC(O)C(O)CC1,526.656,9,3,-0.119,149.37,13,0,10.202
MC-3293,CC1(C)CCCN(CC(=O)NCC(C)(C)c2ccccc2F)Cc2cccnc2Oc2ccccc2OC1,519.661,5,1,6.108,63.69,13,0,8.67
MC-3304,CN1CCOc2ccccc2C(=O)NC(C(=O)NCc2ccc(CN3CCOCC3)cc2)CCC(=O)N(C)CC1=O,565.671,7,2,1.023,120.52,15,0.6,10.691
MC-3305,CC(C)C1COc2ccccc2C(=O)NC(C(=O)NCCc2ccc(F)cc2)CCC(=O)N2CCCC2C(=O)N1,552.647,5,3,2.587,116.84,15,0.6,9.736
MC-3306,CN1CCOc2ccccc2C(=O)NCCCOc2ccccc2C(=O)NC(C(=O)NCc2ccc(CN3CCOCC3)cc2)CCC1=O,671.795,8,3,2.764,138.54,20,0.45,12.99
MC-3321,Cc1nn(C)c(C)c1CCNC(=O)C1CCC(=O)NC(C(C)C)C(=O)N(C)CCOc2ccccc2C(=O)N1,540.665,7,3,1.266,134.66,15,0.6,10.083
MC-3330,CN1CCOc2ccccc2C(=O)NC(C(=O)NCCCn2ccc(C(F)(F)F)n2)CCC(=O)N2CCCC2C1=O,578.592,7,2,1.829,125.87,15,0.6,9.503
MC-3332,CN1CCOc2ccccc2C(=O)NCCCOc2ccccc2C(=O)NC(C(=O)NCc2cccc(CN3CCOCC3)c2)CCC1=O,671.795,8,3,2.764,138.54,20,0.45,12.99
MC-3333,COCC1CCCN1C(=O)C1CCC(=O)NC(CC(C)C)C(=O)N(C)CCOc2ccccc2C(=O)N1,516.639,6,2,1.584,117.28,15,0.6,10.31
MC-3336,COCC1CCCN1C(=O)C1CCC(=O)NC2(CC2)C(=O)N(C)C(Cc2ccccc2)COc2ccccc2C(=O)N1,576.694,6,2,2.314,117.28,15,0.6,9.109
MC-3352,CC(C)C1NC(=O)CCC(C(=O)NCC(C)(C)c2ccc(F)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,554.663,5,3,2.79,116.84,15,0.6,10.255
MC-3356,CC(C)C1NC(=O)CCC(C(=O)NCCc2ccc(F)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,526.609,5,3,2.055,116.84,15,0.6,10.207
MC-3358,CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCN(c4ncccn4)CC3)cc2C1,508.667,7,1,2.647,90.9,13,0.231,9.706
MC-3368,Cc1ccccc1CCNC(=O)CN1CCCC(C)(C)COc2ccccc2Oc2ncccc2C1,487.644,5,1,5.542,63.69,13,0,8.598
MC-3372,O=C1CN(Cc2ccccc2)Cc2c(cccc2C(=O)N2CCN(CCO)CC2)OCCCCCN1,494.636,6,2,2.118,85.35,13,0.231,9.72
MC-3375,Cc1ccc2c(CCNC(=O)CN3CCCC(C)(C)COc4ccccc4Oc4ncccc4C3)c(C)n(C)c2c1,554.735,6,1,6.342,68.62,13,0,8.64
MC-3386,O=C1CN(Cc2ccccc2)Cc2c(cccc2C(=O)N2CCCCC2Cc2ccccc2)OCCCCCN1,539.72,4,1,5.605,61.88,13,0.231,9.857
MC-3387,CC1(C)CCCN(CC(=O)NCCc2ccc(Cl)cc2)Cc2cccnc2Oc2ccccc2OC1,508.062,5,1,5.887,63.69,13,0,8.835
MC-3396,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3ccc(C(=O)O)cc3)c2CSC[C@H](C(=O)N(C)C)NC1=O,610.689,8,3,1.524,162.42,12,0.251,10.066
MC-3397,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3cc(C)c(C(=O)O)c(C)c3)c2CSC[C@H](C(=O)N(C)C)NC1=O,638.743,8,3,2.141,162.42,12,0.251,10.531
MC-3398,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3cc(F)c(C(=O)O)c(F)c3)c2CSC[C@H](C(=O)N(C)C)NC1=O,646.669,8,3,1.802,162.42,12,0.251,10.42
MC-3522,COc1ccc([C@@H]2C/C=C\C[C@@H](c3cccc(Cl)c3)NC(=O)[C@@H](c3ccccc3)CC(=O)N2)c(OC)c1,519.041,4,2,5.896,76.66,12,0.5,8.855
MC-3529,COc1ccc([C@@H]2C/C=C\C[C@@H](c3ccc4c(c3)OCO4)NC(=O)[C@@H](c3ccccc3)CC(=O)N2)c(OC)c1,528.605,6,2,4.971,95.12,12,0.5,8.008
MC-3533,COc1ccc(C[C@H]2CCn3cc(nn3)COC[C@H](Cc3ccccc3)NC2=O)cc1,420.513,6,1,2.793,78.27,12,0.251,6.94
MC-3538,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)C(=O)Nc1ccccc1,458.563,7,2,1.967,112.82,12,0.251,8.786
MC-3539,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCc2cnnn2CCCC1=O,458.563,7,2,1.967,112.82,12,0.251,8.786
MC-3558,Cc1ccc(OC(=O)N(C)C[C@@H]2OCc3cnnn3CCCC(=O)N([C@@H](C)CO)C[C@H]2C)cc1,473.574,8,1,2.242,110.02,12,0.251,9.002
MC-3559,Cc1ccc(OC(=O)N(C)C[C@@H]2OCc3cn(nn3)CCCC(=O)N([C@@H](C)CO)C[C@H]2C)cc1,473.574,8,1,2.242,110.02,13,0.231,9.002
MC-3566,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2,502.572,9,2,1.695,131.28,13,0.231,8.261
MC-3567,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2,502.572,9,2,1.695,131.28,13,0.231,8.261
MC-3568,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccccc1,458.563,7,2,1.967,112.82,13,0.231,8.786
MC-3569,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccccc1,458.563,7,2,1.967,112.82,13,0.231,8.786
MC-3570,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)OCc2cn(nn2)CCCC1=O,526.56,7,2,2.985,112.82,13,0.231,9.488
MC-3571,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)OCc2cn(nn2)CCCC1=O,526.56,7,2,2.985,112.82,13,0.231,9.488
MC-3575,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCc2cn(nn2)CCCC1=O,508.623,7,2,3.12,112.82,13,0.231,8.728
MC-3577,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)S(C)(=O)=O,417.532,8,1,-0.306,117.86,12,0.251,7.929
MC-3578,COCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@@H]1C,497.592,6,1,2.918,97.41,12,0.251,9.436
MC-3579,COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3ccccc3)cc2OC[C@@H]1C,497.592,6,1,2.918,97.41,12,0.251,9.436
MC-3580,COCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@H]1C,497.592,6,1,2.918,97.41,12,0.251,9.436
MC-3581,COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@@H]1C,497.592,6,1,2.918,97.41,12,0.251,9.436
MC-3582,CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C,546.69,6,2,3.411,117.28,12,0.251,9.613
MC-3583,CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2OC[C@@H](C)N(C(=O)NC(C)C)C[C@@H]1C,546.69,6,2,3.411,117.28,12,0.251,9.613
MC-3584,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@H](C)N(Cc2cccnc2)C[C@@H]1C,480.609,6,1,3.436,84,12,0.251,8.028
MC-3585,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(Cc2cccnc2)C[C@@H]1C,480.609,6,1,3.436,84,12,0.251,8.028
MC-3590,CCCNC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C(=O)C1CCC1)C[C@H](C)[C@@H](OC)CN(C)C2=O,488.629,5,2,3.351,100.21,12,0.251,9.369
MC-3591,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@@H](C)CN(C(=O)C1CCC1)[C@@H](C)CO2,488.629,5,2,3.351,100.21,12,0.251,9.369
MC-3592,CCCN1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccccc3)ccc2OC[C@@H]1C,467.61,5,1,4.155,71.11,12,0.251,9.072
MC-3593,CCCN1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3ccccc3)cc2OC[C@@H]1C,467.61,5,1,4.155,71.11,12,0.251,9.072
MC-3598,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2OC[C@H](C)N(CCC(F)(F)F)C[C@@H]1C,565.589,7,1,4.426,89.57,12,0.251,9.092
MC-3599,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc4c(c3)OCO4)ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@@H]1C,565.589,7,1,4.426,89.57,12,0.251,9.092
MC-3613,CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(S(=O)(=O)CC(F)(F)F)C[C@H]1C,545.602,7,1,1.756,122.32,12,0.251,9.06
MC-3614,CO[C@@H]1CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@@H](C)N(S(=O)(=O)CC(F)(F)F)C[C@H]1C,545.602,7,1,1.756,122.32,12,0.251,9.06
MC-3615,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CCOCC3)ccc2OC[C@H](C)N(Cc2cccnc2)C[C@@H]1C,524.662,7,1,3.453,93.23,12,0.251,9.711
MC-3679,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C1=O,449.636,6,1,3.11,65.48,14,0.215,10.256
MC-3680,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(N(C)C)cc2C1=O,449.636,6,1,3.11,65.48,14,0.215,10.256
MC-3699,C[C@@H]1CCCCO[C@H](CN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O1,449.636,6,1,3.11,65.48,14,0.215,10.256
MC-3991,COc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,502.615,8,1,4.973,77.97,18,0,8.631
MC-4004,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,731.844,9,3,3.144,180.52,15,0.401,10.094
MC-4152,COc1ccc2cc1CCC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,617.703,8,3,4.597,143.72,14,0.429,7.62
MC-4164,CCN(CC)C(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,608.743,7,3,6.085,129.89,16,0.375,9.221
MC-4165,COc1cc2cc(c1)[C@@H](Nc1ccc3c(N)ncc(F)c3c1)C(=O)N(C)Cc1cc(ccc1S(=O)(=O)C1CC1)NC(=O)CC2,617.703,8,3,4.597,143.72,14,0.429,7.62
MC-4181,CCOP(=O)(O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,617.643,8,4,5.45,156.11,16,0.375,8.917
MC-4383,O=C1N[C@H](c2nnc(C(F)(F)F)o2)CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@H]1CCc1ccccc1,613.637,7,2,4.16,126.66,16,0.375,9.808
MC-4398,CC1(C)Cc2cccc(c2)OCCCC[C@@H](C(=O)NC2CCCC2)NC(=O)[C@H](CCN2CCOCC2)NC1=O,542.721,6,3,2.569,109,16,0.375,10.621
MC-4401,O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)CC2(COC2)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1,556.704,7,3,1.559,118.23,16,0.375,9.933
MC-4406,O=C1N[C@H](c2nnc(C(F)(F)F)[nH]2)CCCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@H]1CCc1ccccc1,612.653,6,3,3.895,129.31,16,0.375,9.808
MC-4412,CC(C)c1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1)CC(C)(C)O2,557.82,5,3,5.855,90.9,16,0.375,11.885
MC-4434,O1C[C@](NCCc2ccccc2)(C)C(=O)NCC(=O)N2[C@@H](CCC2)C(=O)N[C@@H](COCCCC1)C(O)=O,555.07202,7,4,0.50300002,146.3,18,0.5,12.948
MC-4448,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4ccccc4C3)CN2C1=O,713.854,9,3,3.005,180.52,15,0.401,9.902
MC-4449,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3CCc4ccccc4C3)CN2C1=O,727.881,9,3,3.048,180.52,15,0.401,10.398
MC-4471,CN(C)S(=O)(=O)NC(=O)[C@@]12C[C@H]1/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](OC(=O)N3Cc4ccccc4C3)C[C@H]1C(=O)N2,716.858,9,3,2.319,183.76,15,0.401,10.817
MC-4488,Clc1cc(\C=C\C(=O)N[C@H]2CCC[C@@H](C)C(=O)Nc3cc(NC(OC)=O)ccc3-c3cc2ncc3)c(-n2nnnc2)cc1,715.08899,10,4,5.8189998,153.02,12,0.251,12.215
MC-4501,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,622.473,9,4,5.087,168.81,13,0.231,9.128
MC-4502,COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,588.028,9,4,4.433,168.81,13,0.231,8.68
MC-4505,COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,587.04,9,3,4.939,153.02,12,0.251,8.829
MC-4506,COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,576.017,9,4,4.267,168.81,12,0.251,8.342
MC-4507,COC(=O)Nc1ccc2c(c1)NC(=O)CCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,590.044,9,4,4.657,168.81,13,0.231,8.874
MC-0012,CC(C)[C@@H]1NCCOc2ccccc2C[C@H](O)[C@@H](C)NC(=O)[C@@H](Cc2cccc(F)c2)NC(=O)[C@H](C(C)O)N(C)C1=O,586.705,7,5,1.176,140.23,18,0.5,11.839
MC-0014,CC(C)[C@@H]1NCCOc2ccccc2C#C[C@@H](C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,548.684,6,4,1.485,120,18,0.5,11.115
MC-0015,CC(C)C1NCC2CCc3cccc(c3O2)CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,564.727,6,4,1.992,120,18,0.5,10.394
MC-0016,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2cccc3c2OC(CC3)CN[C@@H](C2CC2)C(=O)N1C,562.711,6,4,1.746,120,18,0.5,9.247
MC-0017,CC[C@@H]1NCC2CCc3cccc(c3O2)CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,550.7,6,4,1.746,120,18,0.5,10.17
MC-0018,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C(C)O)N(C)C1=O,603.764,6,5,2.862,135.79,18,0.5,9.904
MC-0019,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,564.727,6,4,2.381,120,18,0.5,10.394
MC-0020,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC#Cc2c(F)cccc2OCCN[C@@H](C2(C)CC2)C(=O)N1C,564.658,6,4,1.379,120,18,0.5,9.63
MC-0021,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@H](C(C)O)N(C)C1=O,582.717,6,4,2.52,120,18,0.5,10.562
MC-0022,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC#Cc2ccc(F)cc2OCCN[C@@H](C2(C)CC2)C(=O)N1C,564.658,6,4,1.379,120,18,0.5,9.63
MC-0023,CC(C)[C@@H]1NCCOc2cccc(F)c2C#CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,552.647,6,4,1.235,120,18,0.5,11.051
MC-0039,CS(=O)(Cc1cc2nc(c1)OCCCOc1cc(F)ccc1-c1cc(ncc1F)N2)=NC(=O)OCCN,533.557,9,2,4.02,138.02,14,0,8.136
MC-0040,NCCS(=O)(=O)Cc1cc2nc(c1)OCCCOc1cc(F)ccc1-c1cc(ncc1F)N2,476.505,8,2,3.2,116.43,14,0,6.703
MC-0094,CC(C)C[C@@H]1NC(=O)c2csc(n2)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)c2coc1n2,578.695,8,3,3.171,146.53,18,0.666,8.479
MC-0108,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](*(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@]1(C)O,511.676,8,2,4.088,119.36,14,0,9.524
MC-0156,CC(C)CC1NC(=O)C2(CCCCOCC(C)NC1=O)CCN(Cc1cccc(Cl)c1)CC2,478.077,4,2,4.158,70.67,13,0.462,9.593
MC-0158,Cc1ccc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)cc1C,471.686,4,2,4.122,70.67,13,0.462,9.546
MC-0173,COc1ccccc1CNC(=O)c1ccc2c(c1)Cc1cccc(c1)CN(C)CCCCCO2,458.602,4,1,5.211,50.8,14,0,8.207
MC-0175,CC(=O)N1CCCCCCCN(CCC(C)C)Cc2cc(C(=O)N3CCCC(O)C3)ccc21,457.659,4,1,4.449,64.09,12,0,9.747
MC-0179,Cc1nn(CCNC(=O)c2ccc3c(c2)Cc2cccc(c2)CN(C)CCCCCO3)c(C)c1Cl,495.067,5,1,5.169,59.39,14,0,8.472
MC-0186,Cc1ccc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)c(C)c1,471.686,4,2,4.122,70.67,13,0.462,9.546
MC-0196,CN(C)CCN1CCN(C(=O)c2ccc3c(c2)Cc2cccc(c2)C(=O)NCCOCCO3)CC1,480.609,6,1,1.736,74.35,14,0.215,8.735
MC-0197,CCOc1cccc(C(=O)N2CCCN(C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)c1,473.564,4,0,4.475,53.09,12,0,8.985
MC-0202,CC(=O)N1CCCCCCCN(CC(C)C)Cc2cc(C(=O)Nc3cncc(C)c3)ccc21,450.627,4,1,5.417,65.54,12,0,9.007
MC-0206,CN1CCOc2ccccc2C(=O)NC(C(=O)NCCN2CCCCCC2)CCC(=O)N2CCCC2C1=O,527.666,6,2,1.399,111.29,15,0.6,9.975
MC-0209,Cc1nc(C)n(CC(=O)N2CCC3(CCCCc4ccccc4OCCN(CC(C)C)C3)CC2)n1,481.685,6,0,4.267,63.49,12,0,8.473
MC-0212,COc1cccc(CNC(=O)c2ccc3c(c2)Cc2cccc(c2)CN(C)CCCCCO3)c1,458.602,4,1,5.211,50.8,14,0,8.207
MC-0214,Cc1cc(C)cc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)c1,471.686,4,2,4.122,70.67,13,0.462,9.546
MC-0220,CC(C)N1CC(=O)NCCCCCOc2ccc(CCC(=O)N3CCCN(C)CC3)cc2C1,458.647,5,1,2.673,65.12,13,0.231,10.002
MC-0242,CC(=O)N1CCCCCCCN(C(C)C)Cc2cc(C(=O)N(C)Cc3ccccc3)ccc21,449.639,3,0,5.486,43.86,12,0,9.07
MC-0248,CN1CCC(CC(=O)N2CCCCC3(CCN(Cc4ccncc4)CC3)C(=O)OCC(O)C(O)CC2)CC1,530.71,8,2,2.063,106.44,13,0,10.525
MC-0249,CC(=O)N1CCCCCCCN(CCC(C)C)Cc2cc(C(=O)N3CCCC3)ccc21,427.633,3,0,5.088,43.86,12,0,8.941
MC-0250,CCC(=O)N1CCCN(C)CCCN(C(=O)c2cc(CC(C)C)nn2C)Cc2cc(F)c(F)cc21,489.611,5,0,4.008,61.68,12,0,8.992
MC-0255,CC(=O)N1CCCCCCCN(C2CCOCC2)Cc2cc(C(=O)N3CCC(CCO)CC3)ccc21,499.696,5,1,4.219,73.32,12,0,10.191
MC-0259,O=C(Cc1ccccc1F)N1CCCCC2(CCN(Cc3ccncc3)CC2)C(=O)OCC(O)C(O)CC1,527.637,7,2,2.713,103.2,13,0,9.821
MC-0267,CC1CCN(CC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)CC1,611.227,5,0,4.995,73.4,17,0.353,12.288
MC-0272,CC(C)CC1NC(=O)C2(CCCCOCC(C)NC1=O)CCN(Cc1cncs1)CC2,450.649,6,2,2.961,83.56,13,0.462,8.864
MC-0273,CC(C)N1CCC(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)CC1,625.254,5,0,5.384,73.4,17,0.353,12.5
MC-0275,CCN1CCN(CC(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C(C)C)NC(=O)C2)CC1,522.09,6,2,1.849,94.22,15,0.401,10.825
MC-0284,CC(C)CNc1ccc2c(c1)CNCCCCCCCN2C(=O)C(C)C,359.558,3,2,4.797,44.37,12,0,8.433
MC-0302,O=C(c1ccncc1)N1CCCCCCCNCc2cc(NCC3CCOCC3)ccc21,436.6,5,2,4.621,66.49,12,0,8.512
MC-0303,CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2c(C(C)C)noc2C)Cc2cc(F)c(F)cc21,504.622,5,0,5.274,69.89,12,0,9.219
MC-0308,CC(=O)N1CCCCCCCN(CC(C)C)Cc2cc(C(=O)NC(C)C)ccc21,401.595,3,1,4.6,52.65,12,0,9.152
MC-0309,CN(C)c1ccc(C(=O)N2CCCCC3(CCN(Cc4ccncc4)CC3)C(=O)OCC(O)C(O)CC2)cc1,538.689,8,2,2.711,106.44,13,0,9.935
MC-0314,CN1CCCCCOc2ccc(C(=O)NCCN3CCCC3)cc2Cc2cccc(c2)C1,435.612,4,1,4.098,44.81,14,0,8.185
MC-0317,O=C(COc1ccccc1)N1CCCCCCCNCc2cc(-c3cncc4ccccc34)ccc21,479.624,4,1,6.368,54.46,12,0,7.887
MC-0322,O=C(c1ccc2c(c1)Cc1cccc(c1)CN(C1CCOCC1)CCOCCO2)N1CCC(CCO)CC1,522.686,6,1,3.902,71.47,14,0,9.682
MC-0342,CC(=O)N1CCCCCCCN(CC(C)C)Cc2cc(C(=O)N3CCN(c4ncccn4)CC3)ccc21,506.695,6,0,4.214,72.88,12,0,9.497
