,SMILES,Sample_Type,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
0,O=C([C@@H](NC([C@H](C)N1)=O)CC2=CC=CC=C2)NCCCCC(N(CC(C)C)CC1=O)=O,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
1,O=C([C@@H](NC(CN1C)=O)CC2=CC=CC=C2)NCCCCC(N[C@H](C1=O)CC(C)C)=O,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
2,N1C(=O)CCCCNC([C@H](CC(C=CC2)=CC=2)NC(=O)[C@@H](NC(=O)[C@@H]1C)CC(C)C)=O,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
3,N1(CC(C=CC2)=CC=2)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(CCCCNC(=O)C1)=O,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
4,C1CCC(=O)N[C@@H](C)C(=O)N(CC(=O)N[C@@H](CC(=CC=C2)C=C2)C(=O)NC1)CC(C)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,0.8,0.8
5,N1C(=O)[C@H](CC(C)C)NC(=O)CN(C)C(CCCCNC(=O)[C@@H]1CC(C=CC1)=CC=1)=O,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
6,C1(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](CCCNC(=O)[C@@H](N1)CC(C=CC1)=CC=1)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
7,C1(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=O)[C@@H](N1)CC(=CC=C1)C=C1)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
8,C1(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](CCCNC(=O)CN1CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
9,C1(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=O)CN1CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
10,C1(=O)CN(CC(C)C)C(=O)[C@H](C)NC(=O)[C@@H](CCCNC(=O)[C@@H](N1)CC(C=CC1)=CC=1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
11,C1(=O)CN(CC(C)C)C(=O)[C@H](C)NC(=O)[C@H](CCCNC(=O)[C@@H](N1)CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
12,C1(=O)[C@H](CC(C)C)NC(=O)CN(C)C(=O)[C@@H](CCCNC(=O)[C@@H](N1)CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
13,C1(=O)[C@H](CC(C)C)NC(=O)CN(C)C(=O)[C@H](CCCNC(=O)[C@@H](N1)CC(C=CC1)=CC=1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
14,[C@@H]1(CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@@H](CCNC(=O)[C@H](CC(C=CC2)=CC=2)NC1=O)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
15,[C@@H]1(CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](CCNC(=O)[C@H](CC(C=CC2)=CC=2)NC1=O)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
16,[C@@H]1(CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@@H](CCNC(=O)CN(CC(=CC=C2)C=C2)C1=O)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
17,[C@@H]1(CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](CCNC(=O)CN(CC(C=CC2)=CC=2)C1=O)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
18,C1N(CC(C)C)C(=O)[C@H](C)NC(=O)C[C@@H](CCNC(=O)[C@@H](NC1=O)CC(C=CC1)=CC=1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
19,C1N(CC(C)C)C(=O)[C@H](C)NC(=O)C[C@H](CCNC(=O)[C@H](CC(=CC=C2)C=C2)NC1=O)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
20,[C@@H]1(CC(C)C)NC(=O)CN(C)C(=O)C[C@@H](CCNC(=O)[C@H](CC(C=CC2)=CC=2)NC1=O)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
21,[C@@H]1(CC(C)C)NC(=O)CN(C)C(=O)C[C@H](CCNC(=O)[C@@H](NC1=O)CC(C=CC1)=CC=1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
22,N1C(=O)[C@H](C)NC(=O)CC[C@H](CNC(=O)[C@@H](NC(=O)[C@@H]1CC(C)C)CC(=CC=C1)C=C1)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
23,N1C(=O)[C@H](C)NC(=O)CC[C@@H](CNC(=O)[C@H](CC(=CC=C2)C=C2)NC(=O)[C@@H]1CC(C)C)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.8,0.8
24,N1C(=O)[C@H](C)NC(=O)CC[C@H](CNC(=O)CN(CC(=CC=C2)C=C2)C(=O)[C@@H]1CC(C)C)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
25,N1C(=O)[C@H](C)NC(=O)CC[C@@H](CNC(=O)CN(CC(=CC=C2)C=C2)C(=O)[C@@H]1CC(C)C)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)CN(Cc2ccccc2)C(=O)C(C)NC1=O,0.6,0.8
26,N1(CC(C)C)C(=O)[C@H](C)NC(=O)CC[C@H](CNC(=O)[C@@H](NC(=O)C1)CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
27,N1(CC(C)C)C(=O)[C@H](C)NC(=O)CC[C@@H](CNC(=O)[C@H](CC(=CC=C2)C=C2)NC(=O)C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CN(C)C1=O,0.6,0.8
28,N1C(=O)CN(C)C(=O)CC[C@H](CNC(=O)[C@@H](NC(=O)[C@@H]1CC(C)C)CC(C=CC1)=CC=1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
29,N1C(=O)CN(C)C(=O)CC[C@@H](CNC(=O)[C@@H](NC(=O)[C@@H]1CC(C)C)CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1NC(=O)CN(C)C(=O)CCCCNC(=O)C(Cc2ccccc2)NC1=O,0.6,0.8
30,C1(=O)[C@H](C)NC(=O)CCC[C@H](NC(=O)[C@H](CC(C=CC2)=CC=2)NC(=O)[C@@H](N1)CC(C)C)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.8,0.8
31,C1(=O)[C@H](C)NC(=O)CCC[C@@H](NC(=O)[C@H](CC(=CC=C2)C=C2)NC(=O)[C@@H](N1)CC(C)C)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.8,0.8
32,C1(=O)[C@H](C)NC(=O)CCC[C@H](NC(=O)CN(CC(C=CC2)=CC=2)C(=O)[C@@H](N1)CC(C)C)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)NC(C)C(=O)NC(C)C(=O)N(Cc2ccccc2)CC(=O)N1,0.6,0.8
33,C1(=O)[C@H](C)NC(=O)CCC[C@@H](NC(=O)CN(CC(C=CC2)=CC=2)C(=O)[C@@H](N1)CC(C)C)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)NC(C)C(=O)NC(C)C(=O)N(Cc2ccccc2)CC(=O)N1,0.6,0.8
34,C1(=O)[C@H](C)NC(=O)CCC[C@H](NC(=O)[C@@H](NC(=O)CN1CC(C)C)CC(=CC=C1)C=C1)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)NC(C)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)N1,0.8,0.8
35,C1(=O)[C@H](C)NC(=O)CCC[C@@H](NC(=O)[C@@H](NC(=O)CN1CC(C)C)CC(=CC=C1)C=C1)C,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)NC(C)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)N1,0.8,0.8
36,C1(=O)CN(C)C(=O)CCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N1)CC(C)C)CC(=CC=C1)C=C1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)N(C)CC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.6,0.8
37,C1(=O)CN(C)C(=O)CCC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N1)CC(C)C)CC(C=CC1)=CC=1)C,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1CCCC(=O)N(C)CC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.6,0.8
38,O=C([C@@H](NC([C@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)NCCC[C@H](C)C(N[C@H](C1=O)C)=O,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)NC1=O,0.6,0.8
39,O=C([C@@H](NC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)NCCC[C@H](C)C(N[C@H](C1=O)C)=O,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(C)NC1=O,0.8,0.8
40,O=C([C@@H](NC([C@@](CC(C)C)(C)N1)=O)CC2=CC=CC=C2)NCCC[C@H](C)C(N[C@H](C1=O)C)=O,Semi Peptide,15,4,0,4,C1CCNCCNCCNCCNCC1,CC1CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)(C)NC(=O)C(C)NC1=O,0.8,0.8
41,O=C([C@@H](NC([C@@H](CC(C)C)N1C)=O)CC2=CC=CC=C2)NCCC[C@H](C)C(N[C@H](C1=O)C)=O,Semi Peptide,15,3,1,4,C1CCNCCNCCNCCNCC1,CC1CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)NC1=O,0.6,0.8
42,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=CC=C1)C(N[C@H]2C)=O)=O)[C@H](CC3=CC=C(O)C=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
43,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=CC=C1)C(N[C@H]2CC3=CC=C(O)C=C3)=O)=O)[C@H](C)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
44,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H]1CC2=CC=C(O)C=C2)=O)=O)[C@H](CC3=CC=CC=C3)NC1=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC1=O,0.7058823529411765,0.7058823529411765
45,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H]1CC2=CC=CC=C2)=O)=O)[C@H](CC3=CC=C(O)C=C3)NC1=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.7058823529411765,0.7058823529411765
46,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2CC3=CC=CC=C3)=O)=O)[C@H](C)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
47,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
48,OC(C=C1)=CC=C1C[C@H]2C(N[C@H](C(N[C@H](C(N[C@H](C(NCCCCN2)=O)CC3=CC=CC=C3)=O)C)=O)CC(C)C)=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NCCCCNC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
49,OC(C=C1)=CC=C1C[C@H]2C(N[C@H](C(N[C@H](C(N[C@H](C(NCCCCN2)=O)C)=O)CC3=CC=CC=C3)=O)CC(C)C)=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccc(O)cc2)NCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
50,OC(C=C1)=CC=C1C[C@H]2C(N[C@H](C(N[C@H](C(N[C@H](C(NCCCCN2)=O)CC(C)C)=O)CC3=CC=CC=C3)=O)C)=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccc(O)cc2)NCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
51,OC(C=C1)=CC=C1C[C@H]2C(N[C@H](C(N[C@H](C(N[C@H](C(NCCCCN2)=O)CC3=CC=CC=C3)=O)CC(C)C)=O)C)=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NCCCCNC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
52,OC(C=C1)=CC=C1C[C@H]2C(N[C@H](C(N[C@H](C(N[C@H](C(NCCCCN2)=O)C)=O)CC(C)C)=O)CC3=CC=CC=C3)=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NCCCCNC1=O,0.7058823529411765,0.7058823529411765
53,OC(C=C1)=CC=C1C[C@H]2C(N[C@H](C(N[C@H](C(N[C@H](C(NCCCCN2)=O)CC(C)C)=O)C)=O)CC3=CC=CC=C3)=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NCCCCNC1=O,0.7058823529411765,0.7058823529411765
54,O=C(NCCCCN[C@@H](C)C(N[C@@H](CC1=CC=CC=C1)C(N[C@H]2CC3=CC=C(O)C=C3)=O)=O)[C@H](CC(C)C)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
55,O=C(NCCCCN[C@@H](C)C(N[C@@H](CC1=CC=CC=C1)C(N[C@H]2CC(C)C)=O)=O)[C@H](CC3=CC=C(O)C=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.7058823529411765,0.7058823529411765
56,O=C(NCCCCN[C@@H](C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2CC(C)C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
57,O=C(NCCCCN[C@@H](C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2CC3=CC=CC=C3)=O)=O)[C@H](CC(C)C)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
58,O=C(NCCCCN[C@@H](C)C(N[C@@H](CC(C)C)C(N[C@H]1CC2=CC=CC=C2)=O)=O)[C@H](CC3=CC=C(O)C=C3)NC1=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.7058823529411765,0.7058823529411765
59,O=C(NCCCCN[C@@H](C)C(N[C@@H](CC(C)C)C(N[C@H]1CC2=CC=C(O)C=C2)=O)=O)[C@H](CC3=CC=CC=C3)NC1=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC1=O,0.7058823529411765,0.7058823529411765
60,O=C(NCCCCN[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC(C)C)C(N[C@H]2CC3=CC=C(O)C=C3)=O)=O)[C@H](C)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccccc2)NCCCCNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
61,O=C(NCCCCN[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC(C)C)C(N[C@H]2C)=O)=O)[C@H](CC3=CC=C(O)C=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCNC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
62,O=C(NCCCCN[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC2=CC=C(O)C=C2)C(N[C@H]3C)=O)=O)[C@H](CC(C)C)NC3=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NCCCCNC1=O,0.7058823529411765,0.7058823529411765
63,O=C(NCCCCN[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC2=CC=C(O)C=C2)C(N[C@H]3CC(C)C)=O)=O)[C@H](C)NC3=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NCCCCNC1=O,0.7058823529411765,0.7058823529411765
64,O=C(NCCCCN[C@@H](CC1=CC=CC=C1)C(N[C@@H](C)C(N[C@H]2CC(C)C)=O)=O)[C@H](CC3=CC=C(O)C=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCNC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
65,O=C(NCCCCN[C@@H](CC1=CC=CC=C1)C(N[C@@H](C)C(N[C@H]2CC3=CC=C(O)C=C3)=O)=O)[C@H](CC(C)C)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NC(=O)C(Cc2ccccc2)NCCCCNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
66,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2C)=O)=O)[C@@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
67,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
68,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@H](CC1=CC=C(O)C=C1)C(N[C@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
69,O=C(NCCCCN[C@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
70,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@@H]2C)=O)=O)[C@@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
71,OC1=CC=C(C[C@H](C(N[C@H](C(N2)=O)C)=O)NC([C@@H](NCCCCNC([C@H]2CC3=CC=CC=C3)=O)CC(C)C)=O)C=C1,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
72,O=C(NCCCCN[C@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@H]2C)=O)=O)[C@@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
73,O=C(NCCCCN[C@@H](CC(C)C)C(N[C@H](CC1=CC=C(O)C=C1)C(N[C@@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
74,O=C(NCCCCN[C@H](CC(C)C)C(N[C@@H](CC1=CC=C(O)C=C1)C(N[C@@H]2C)=O)=O)[C@H](CC3=CC=CC=C3)NC2=O,Semi Peptide,17,4,0,4,C1CCNCCNCCNCCNCCNC1,CC1NCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.7058823529411765,0.7058823529411765
